           1           1   11.24011    
           2           1   10.63681    
           3           1   8.042754    
           4           1   6.105130    
           5           1   5.134478    
           6           1   4.115268    
           7           1   3.239085    
           8           1   2.650947    
           9           1   2.140485    
          10           1   1.682904    
          11           1   1.349811    
          12           1   1.106760    
          13           1  0.8965549    
          14           1  0.7238301    
          15           1  0.5998442    
          16           1  0.5034993    
          17           1  0.4247345    
          18           1  0.3726592    
          19           1  0.3432199    
          20           1  0.3268911    
          21           1  0.3268906    
          22           1  0.3432180    
          23           1  0.3726574    
          24           1  0.4247317    
          25           1  0.5034963    
          26           1  0.5998398    
          27           1  0.7238237    
          28           1  0.8965482    
          29           1   1.106754    
          30           1   1.349809    
          31           1   1.682899    
          32           1   2.140480    
          33           1   2.650947    
          34           1   3.239077    
          35           1   4.115267    
          36           1   5.134492    
          37           1   6.105143    
          38           1   8.042776    
          39           1   10.63683    
          40           1   11.24014    
           1           2   9.140100    
           2           2   5.881416    
           3           2   3.144086    
           4           2   1.919288    
           5           2   1.603964    
           6           2   1.237968    
           7           2  0.9402876    
           8           2  0.7694093    
           9           2  0.6127530    
          10           2  0.4781229    
          11           2  0.3884612    
          12           2  0.3178890    
          13           2  0.2552815    
          14           2  0.2082292    
          15           2  0.1730262    
          16           2  0.1430786    
          17           2  0.1207136    
          18           2  0.1083118    
          19           2  9.9685103E-02
          20           2  9.2838764E-02
          21           2  9.2838176E-02
          22           2  9.9684075E-02
          23           2  0.1083107    
          24           2  0.1207137    
          25           2  0.1430780    
          26           2  0.1730237    
          27           2  0.2082256    
          28           2  0.2552797    
          29           2  0.3178871    
          30           2  0.3884585    
          31           2  0.4781187    
          32           2  0.6127498    
          33           2  0.7694076    
          34           2  0.9402861    
          35           2   1.237965    
          36           2   1.603961    
          37           2   1.919289    
          38           2   3.144094    
          39           2   5.881436    
          40           2   9.140127    
           1           3   7.511510    
           2           3   3.705616    
           3           3   1.391982    
           4           3  0.5846361    
           5           3  0.4590812    
           6           3  0.3299392    
           7           3  0.2274528    
           8           3  0.1800372    
           9           3  0.1438369    
          10           3  0.1164692    
          11           3  9.5333308E-02
          12           3  7.4270763E-02
          13           3  5.9238631E-02
          14           3  5.0323024E-02
          15           3  4.1516468E-02
          16           3  3.3674881E-02
          17           3  2.9348902E-02
          18           3  2.6420847E-02
          19           3  2.3720387E-02
          20           3  2.2276977E-02
          21           3  2.2276785E-02
          22           3  2.3720350E-02
          23           3  2.6420705E-02
          24           3  2.9348729E-02
          25           3  3.3674702E-02
          26           3  4.1516062E-02
          27           3  5.0322611E-02
          28           3  5.9238285E-02
          29           3  7.4269988E-02
          30           3  9.5333278E-02
          31           3  0.1164692    
          32           3  0.1438370    
          33           3  0.1800372    
          34           3  0.2274528    
          35           3  0.3299378    
          36           3  0.4590783    
          37           3  0.5846354    
          38           3   1.391984    
          39           3   3.705617    
          40           3   7.511528    
           1           4   7.404619    
           2           4   3.348672    
           3           4  0.9913446    
           4           4  0.2744220    
           5           4  0.2273293    
           6           4  0.1380360    
           7           4  7.0672452E-02
           8           4  5.5757686E-02
           9           4  4.8238292E-02
          10           4  3.6770657E-02
          11           4  2.8554428E-02
          12           4  2.2943862E-02
          13           4  1.8975187E-02
          14           4  1.5880423E-02
